ml_cape,ml_cin,ml_lcl,ml_lfc,mu_cape,mu_cin,mu_lcl,mu_lfc,sb_cape,sb_cin,best_cape,best_cin,cape0_3km,dn_cape,shr6,shr3,shr1,srh3,srh1,STP T03,STP T03 >0,lr0_3km,tmp_sfc,dwp_sfc,rh_sfc,pw,,magnitude
590.44,-109.15,640,,1032.75,-10.89,702.23,1516.27,59.5,-221.11,1032.75,-10.89,34.64,723.53,64.6447,40.7081,39.1566,343.69,343.41,2.971045422,2.971045422,5.39,17.64,15.32,86.24,1.18,,1
1183.56,-27.81,960.75,,1461.88,-18.48,948,995.62,1461.88,-18.48,1241.38,-0.63,98.3,660.83,55.1266,31.2876,19.5696,210.98,149.35,1.687817543,1.687817543,6.74,22.92,17.37,70.24,1.12,,1
711.75,-75.9,744.5,,959.75,-11.17,723.38,1938.2,929.75,-26.8,727.81,-11.48,51.98,388.4,37.3466,26.6491,22.3386,198.21,169.92,0.945123392,0.945123392,5.68,19.06,18.61,96.76,1.43,,1
310.44,-0.34,2277.38,,1154.12,0,2296.38,2358.69,1154.12,0,339.75,0,10.75,605.28,20.0074,9.77624,1.43611,22.03,7.61,-0.002185128,0,9.81,20.51,2,28.77,0.47,,1
820.31,-63.41,691.31,,1041.25,-7.8,790.29,1163.06,241.5,-103.15,945.75,-3.77,104.32,607.99,44.5611,29.1303,23.9193,208.78,187.84,1.497640313,1.497640313,5.83,15.61,13.12,88.33,0.91,,1
1220.38,-22.69,683.38,,1522.88,-3.21,640.97,1127.56,937.62,-32.04,1214.44,-7.56,127.92,692.99,40.778,26.7938,23.2839,169.06,154.94,1.691974262,1.691974262,6.53,18.94,14.56,81.52,0.97,,0
1454.31,-1.03,768.69,,2460.38,0.01,696.85,979.31,2460.38,0.01,1428.69,-2.92,96.73,747.3,34.1272,22.8215,22.5912,173.13,151.31,1.541137668,1.541137668,6.57,21.57,17.57,83.84,1.07,,0
1556.44,-7.38,864.62,,3326.5,0,744.88,1039.73,3326.5,0.01,1644.88,-4.97,111.48,827.81,41.8694,20.439,12.7856,140.35,122.33,1.508523521,1.508523521,6.79,21.93,19.13,86.3,1.06,,0
2066.62,-40.01,835,,2810.5,-16.22,851.51,961.23,2810.5,-16.21,2044.5,-3,123.8,934.74,44.1441,20.543,16.8692,184.86,154.46,2.736049816,2.736049816,6.39,21.84,18.79,82.67,1.07,,0
2239.81,-63.05,795.5,,2481.5,-2.79,692.84,1249.8,1946.62,-55.8,2406.12,-3.97,70.23,917.24,46.0869,25.5257,19.0099,268.52,191.07,3.959467053,3.959467053,5.64,21.05,18.25,82.77,1.18,,0
257.88,-45.65,825.38,,390.5,-17.84,912.09,1839.78,390.5,-17.84,267.94,-25.98,44.11,599.67,62.2239,53.7133,34.3193,252.62,243.24,0.764110249,0.764110249,6.53,16.08,12.47,84.66,0.76,,0
981.06,-29.86,610.62,,1531.25,-0.22,904.32,1878.51,1531.25,-0.22,1166.69,-15.2,46.52,688.34,44.762,29.1351,23.7876,259.24,230.51,2.344037823,2.344037823,6.2,20.51,17.92,86.09,1.34,,0
354.62,-4.46,633.88,,1438.75,-0.01,897.12,1860.12,1438.75,-0.01,263.38,-11.2,48.09,331.78,44.0465,33.032,22.7285,212.25,157.77,0.561095331,0.561095331,7.35,17.95,13.86,80.24,0.9,,1
503.31,-13.48,684,,990.88,-0.01,622.53,1549.6,990.88,0.01,444.94,-13.25,83.04,316.29,39.1548,28.4487,18.8383,206.58,152.51,0.659209609,0.659209609,6.84,16.21,13.63,84.63,0.9,,0
1854.19,-7.4,725.75,,2773.5,-0.01,578.9,912.9,2773.5,-0.01,1898.12,-6.91,48.36,693.99,51.515,32.9023,24.2398,273.67,206.46,4.188198468,4.188198468,5.7,24.59,21.17,83.12,1.75,,1
1634.38,-8.49,707.88,,2316.62,-0.01,852.65,1004.65,2316.62,-0.01,1682.88,-1.1,25.69,694.74,51.5831,34.4529,28.0909,336.08,254.65,4.62333919,4.62333919,5.62,24.2,20.57,82.77,1.74,,0
1854.31,-55.99,573.38,,2017.62,-3.76,627.78,915.28,1820.25,-30.6,2017.62,-3.76,86.08,602.02,64.1709,31.7796,34.4996,322.48,330.68,9.355897549,9.355897549,5.05,20.78,20.62,97.75,1.64,,2
1198.19,-33.96,602.62,,2140.88,-0.01,1189.78,2451.03,2140.88,-0.01,1257.69,-23.38,13.17,891.15,52.8208,49.4625,26.1963,388.25,268.85,3.962816648,3.962816648,6.07,20.95,18.04,84.47,1.07,,0
705.69,-101.59,615.62,,1280.62,-18.16,1480.9,2476.9,1280.62,-18.17,1207.31,-17.29,0,942.02,56.7194,50.027,27.3995,391.59,278.87,2.575440104,2.575440104,5.72,19.99,16.88,82.3,1.11,,0
676.19,-12.95,781.5,,1588.12,-0.01,707.86,1349.99,1588.12,-0.01,616.75,-22.3,150.12,258.44,31.9041,27.1378,13.9866,133.35,77.51,0.339584033,0.339584033,7.62,17.82,13.93,88.48,0.92,,0
1768.19,-13.2,700.75,,2112.5,-0.01,563.49,1626.86,2112.5,-0.01,1727.88,-16.8,78.96,658.69,64.149,50.4841,29.7021,405.95,324.41,7.968095468,7.968095468,6.57,20.67,16.53,81.58,0.98,,0
1768.19,-13.2,700.75,,2112.5,-0.01,563.49,1626.86,2112.5,-0.01,1727.88,-16.8,78.96,658.69,64.149,50.4841,29.7021,405.95,324.41,7.968095468,7.968095468,6.57,20.67,16.53,81.58,0.98,,0
1382.31,-36.55,643.62,,1850.62,-2.98,931.74,1179.11,1263.75,-48.32,1850.69,-2.99,2.91,625.26,44.7335,31.2056,26.7592,374.81,284.57,3.97793397,3.97793397,5.43,23.51,19.52,80.31,1.8,,0
1675.19,-13.48,749.38,,1737.5,-8.52,997.89,1597.52,1737.5,-8.51,1664.5,-10.08,111.47,611.48,63.2837,41.9796,24.6849,302.45,234.73,5.186789858,5.186789858,7.32,21.77,14.54,68.2,1.06,,1
1094.31,-32.82,566.62,,1374,-1.05,1037.52,1165.14,1074.25,-26.35,1374,-1.05,10.07,507.73,48.7517,31.343,29.0102,394.69,308.51,3.931963414,3.931963414,5.25,21.75,19.44,87.61,1.72,,0
709.06,-79.6,631.88,,1142.12,-2.37,1086.89,1317.77,483.12,-110.7,1142.12,-2.36,0,508.48,48.1498,29.2127,29.9742,417.89,334.06,2.600607987,2.600607987,5.05,21.07,18.43,85.55,1.7,,0
1722.94,-23.82,648.38,,1738,-6.93,989.52,1622.64,1697.38,-18.16,1738,-6.93,94.25,644.23,62.9156,45.2208,28.4999,393.89,324.84,7.932340665,7.932340665,6.3,19.41,16.42,86.71,1.05,,1
1405.19,-68.51,637.25,,1609,-11.08,733.33,1730.28,635.88,-147.21,1609,-11.09,72.06,624.98,56.3942,34.8284,23.7656,323.95,287.97,5.183005592,5.183005592,5.56,17.29,15.35,87.57,1.09,,0
2289.69,-90.74,939,,3154.62,-10.54,820.26,1266.97,2542.12,-48.98,2651.38,-10.91,113.82,1019.19,47.4682,34.6914,25.301,311.49,253.58,4.873697635,4.873697635,6.1,23.03,20.14,85.55,1.08,,1
2533.5,-54.11,968.62,,3349.88,-11.57,875.63,1344.97,2254.25,-57.7,2788.12,-11.34,147.97,1061,46.73,33.7782,23.5011,285.89,227.67,4.633294999,4.633294999,6.66,24.52,18.67,73.26,1.11,,2
981.06,-74.55,594.62,,1306.5,-6.35,1008.01,2160.59,811.38,-72.89,1306.5,-6.38,14.52,577,61.6864,40.6555,30.1377,467.38,393.31,5.575226318,5.575226318,5.16,19.39,18.81,96.52,1.61,,0
2106.75,-24.92,733.25,,3014.5,-0.01,596.63,1344.22,3014.5,-0.01,2227.38,-14.97,104.46,918.88,50.912,36.3993,25.1143,360.16,286.16,6.480100632,6.480100632,6.48,23.12,20.39,86.27,1.13,,0
2127.88,-84.02,880.38,,2973.75,-16.54,750.13,1366.22,2973.75,-16.54,2458,-11.72,93.33,966.88,50.1986,36.0666,26.6222,341.05,279.74,5.575870847,5.575870847,5.97,22.61,21.2,92.02,1.1,,1
2229.88,-121.61,909.5,,2736.88,-10.23,884.8,1126.23,2480.38,-53.2,2640.75,-10.1,101.69,1111.94,45.1898,38.44,24.904,308.99,254.54,4.661786403,4.661786403,5.58,21.69,20.96,92.29,1.11,,1
1152.12,-48.64,618.38,,1349,-1.6,986.93,1877.98,1168.62,-27.79,1348.94,-1.6,28.69,853.88,55.4571,39.9653,28.7782,466.44,346.9,5.103833897,5.103833897,5.27,20.57,19.37,93.3,1.52,,3
2106.06,-58.22,719.88,,2425.5,-14.45,647.16,1234.11,2425.5,-14.45,2373.31,-8.33,137.22,1078.64,49.017,39.4017,26.824,342.95,295.18,6.50135421,6.50135421,5.84,21.86,20.91,99.08,1.24,,0
123.94,-254.75,711,,644.75,-4.08,1994.53,2430.24,0,-9999,644.69,-4.08,0,590.92,56.0641,40.7442,33.6761,643.17,449.49,0.67099309,0.67099309,4.26,16.68,15.95,96.94,1.52,,1
1869.44,-55.66,658.88,,1926.5,-7.83,815.53,1389.36,1896.75,-20.23,1926.44,-7.8,124.1,1093.95,57.0277,45.3934,30.603,390.22,318.82,7.597301004,7.597301004,5.59,20.93,20.54,95.62,1.28,,0
698.75,-105.48,568.25,,1320.81,-16.18,1212.52,1861.97,478.81,-120.05,1320.81,-16.17,42.98,757.95,48.3955,37.8574,19.2633,290.75,258.96,2.089659039,2.089659039,5.64,17.48,16.53,93.17,1.19,,0
667.94,-108.29,747,,779.88,-5.35,1288.09,1744.28,336,-92.31,779.88,-5.36,29.43,557.89,49.3401,42.0686,23.0184,320.09,207.39,1.427332353,1.427332353,4.74,18.86,18.72,97.32,1.62,,0
428.44,-164.66,987.5,,712.5,-65.36,1081.73,2768.43,712.5,-65.36,350.94,-56.19,7.35,533.76,51.8675,44.9579,28.7632,328.97,228.07,0.855258246,0.855258246,5.27,19.29,19.02,97,1.53,,0
364.25,-178,718.5,,440.12,-90.9,1714.23,2607.43,173.25,-192.21,396.25,-7.92,0.39,385.35,48.6118,43.8896,26.1924,358.61,243.19,0.919717258,0.919717258,4.59,17.83,17.94,95.89,1.54,,0
166.44,-94.77,566.5,,299.12,-6.64,693.42,1012.14,0,-9999,299.19,-6.63,63.17,167.21,45.5767,43.5407,24.2349,387.23,212.53,0.385183143,0.385183143,4.9,15.72,15.83,93.31,1.47,,0
997.31,-163.32,813.12,,1981.25,-14.6,893.58,2248.59,851.88,-130.85,931.25,-71.51,18.03,723.32,49.6668,30.9989,30.4393,349.4,289.73,2.838869187,2.838869187,4.97,20.18,19.58,93.2,1.45,,0
595.5,-42.38,824.5,,1646.88,0.01,986.96,2251.11,1646.88,0.01,522.06,-33.66,28.26,672.63,61.4949,57.6113,31.0832,449.96,267.12,1.916455126,1.916455126,6.3,21.53,18.73,82.93,1,,1
1079.75,-46.72,723.38,,1668,-6.51,687.2,955.55,790.25,-43.88,1232,-6.59,74.08,630.31,34.3548,27.4067,27.151,321.95,247.41,1.952712382,1.952712382,5.48,21.96,18.49,81.5,1.43,,0
346.31,-78.91,978.88,,882.5,-14.7,997.11,3353.98,882.5,-14.7,357,-51.56,0.93,255.78,38.3089,29.3314,29.2115,314.1,253.67,0.572742427,0.572742427,5.76,23.16,18.22,74.11,1.34,,0
830.88,-6.81,1050.75,,1586.25,-0.01,1021.98,2917.1,1586.25,-0.01,779.19,-9.43,19.23,708.59,30.4867,25.7965,24.1567,282.28,199.12,0.797981754,0.797981754,6.41,25.3,18.58,69.94,1.37,,0
798.38,-26.72,961.38,,1401.38,-11.69,1024.38,2569.73,1401.38,-11.71,733.06,-11.1,34.62,661.98,30.4645,25.9999,20.9837,209.18,180.72,0.76087857,0.76087857,6.33,24.31,18.91,76.93,1.41,,0
1781.38,0,997.88,,3427.75,0,930.01,977.48,3427.75,0,1828.12,-0.01,108.22,890.63,62.1619,44.1005,21.992,259.65,170.31,3.149847158,3.149847158,7.8,27.14,19.3,61.78,1.15,,0
241.5,0,713.5,,1336.88,0,699.26,745.35,1336.88,0,223.62,-0.01,83.99,194.17,23.1639,9.23717,7.57145,20.47,13.88,0.016648566,0.016648566,7.51,19.74,14.34,74.51,0.98,,0
139.94,-12.53,652.25,,551.62,-0.55,667.02,857.35,551.62,-0.55,114.62,-2.6,73.55,159.64,19.0313,13.0422,17.7361,9.52,12.55,0.00750779,0.00750779,6.29,16.57,14.17,88.46,1.04,,1
398.94,0,1735.25,,536.88,-0.01,1742.27,1742.35,430.12,-0.01,407.5,-0.01,50.83,612.46,29.4277,18.2628,8.99036,87.09,44.07,0.022829251,0.022829251,8.57,20.13,5.6,38.26,0.68,,0
1292,-0.88,902.75,,2539,-0.01,879.9,1553.6,2539,-0.01,1246.56,-2.35,116.67,795.96,55.8399,38.4856,20.6581,278.48,176.56,2.329452209,2.329452209,7.42,24.99,18.88,70.86,1.26,,0
318.38,-44.65,2203.88,,927.5,-21.11,2220.39,2220.34,927.5,-21.11,340.12,0,26.57,714.83,39.6421,23.6869,5.19897,88.05,24.06,-0.010318615,0,8.8,16.01,3.44,40.1,0.35,,0
293.12,-97.4,2192.88,,885.5,-53.88,2186.78,2186.86,885.5,-53.88,285.12,-97.14,22.73,690.93,37.5017,12.5724,9.9503,87.66,68.17,-0.024089381,0,8.65,14.39,3.24,43.5,0.3,,0
2659.5,0.01,1051.12,,3833.38,0.01,1057.91,1057.86,3833.38,0.01,2673,0,72.5,1092.14,18.4826,16.4845,8.98546,107.22,42.21,0.328124345,0.328124345,7.3,26.36,18.85,66.23,1.1,,0
412.62,-171.76,2144.62,,825.25,-107.75,2169.25,2308.52,825.25,-107.74,455.12,-5.16,32.08,746.66,53.1403,31.0081,14.551,157.6,87.94,-0.046476974,0,8.32,14.65,4.05,55.27,0.34,,0
2984.12,-74.68,1730.75,,3211,-49.08,1669.37,2389.8,1430.12,-181.49,3180.25,-46.88,25.13,1041.01,41.5467,24.0605,5.22533,73.58,15.06,0.083788082,0.083788082,7.94,28.37,11.55,39.17,1.07,,0
1163.25,-117.82,976.25,,1674.12,-10.83,703.12,1327.55,1075.12,-77.16,1578.5,-10.16,56.3,711.54,52.0493,36.8067,6.48362,131.39,53.01,0.547631502,0.547631502,6.19,12.55,10.52,87.19,0.63,,0
2447.75,-81.55,551.38,,2843.12,-43.76,1321.37,2376.27,2843.12,-43.75,2556.5,-41.69,23.82,814.9,32.8518,19.8404,20.0993,274.28,127.63,2.477891154,2.477891154,5.25,24.51,22.95,91.95,1.94,,1
557.5,-37.19,1354.5,,1016.88,-2.43,1221.16,1489.44,649.38,-27.81,680.38,-9.8,63.9,682.79,61.0502,31.5393,6.90345,81.6,15.46,0.056609126,0.056609126,8.26,13.4,4.32,51.84,0.44,,0
443.12,-34.98,1333.75,,814.88,-5.41,1124.78,1546.57,736.38,-11.15,608.5,-12.25,49.94,672.85,64.5668,31.9242,6.28313,96.24,23.08,0.073325054,0.073325054,8.12,13.54,5.61,55,0.44,,0
1547,-73.21,820.5,,1769.5,-9.02,1160.02,1557.89,1199,-78.5,1769.5,-9.01,36.61,833.1,54.3074,47.6745,32.2991,412.51,260.01,4.294237607,4.294237607,5.4,20.06,16.56,82.91,1.31,,0
1961.75,-78.59,853.5,,2078.88,-21.22,936.65,1462.76,1782,-72.82,2078.88,-21.23,84.16,760.85,51.4514,42.4921,30.6683,436.47,282.04,5.439692779,5.439692779,5.97,21.46,17.45,76.83,1.34,,0
2035.88,-25.65,977.12,,2649,-12.94,1033.4,1464.01,2649,-12.94,2116.75,-18.32,84.46,771.1,48.3779,36.6676,23.2698,329.37,187.13,3.14207135,3.14207135,6.9,24.28,17.62,66.5,1.28,,1
1771.88,-60.37,884.62,,1881.12,-15.59,1004.9,1481.14,1662.38,-51.07,1881.12,-15.6,61.88,830.66,54.806,47.5945,32.8924,445.42,285.87,5.160628501,5.160628501,5.8,21.23,17.13,80.05,1.34,,0
1548,-74.65,892.5,,1876.75,-3.7,1315.61,1620.11,1332.88,-77.07,1876.75,-3.69,47.52,950.49,39.8276,34.7045,25.8147,301.68,196.82,2.239839014,2.239839014,5.75,21,16.34,79.55,1.18,,0
1291.88,-101.31,807.25,,1863.25,-11.28,1107.74,1547.99,1078.25,-107.98,1863.25,-11.29,29.71,761.05,52.0275,41.8116,34.0171,445.82,295.43,3.947370599,3.947370599,5.62,20.36,16.2,81.83,1.28,,1
2059.12,-29.43,1015.38,,2460.38,-15.56,1357.11,1648.99,2460.38,-15.57,2142.88,-4.19,75.42,925.93,32.9735,26.578,17.2534,190.5,110.98,1.236541875,1.236541875,6.87,24.11,17.39,68.49,1.2,,0
2114.62,-32.65,1171.88,,2351.75,-24.09,1338.99,1634.24,2351.75,-24.07,2083.62,-10.97,81.23,952.11,34.1504,25.6769,17.36,173.39,99.96,0.996314385,0.996314385,7.1,24.9,16.68,55.8,1.19,,0
1282.38,-96.92,1115.12,,1701.5,-61.09,1182.9,1987.71,1701.5,-61.09,1535.38,-34.52,5.91,950.04,37.8403,26.5896,25.0282,256.85,172.47,1.234292242,1.234292242,6.11,22.81,16.72,68.38,1.08,,0
1586,-125.88,923.88,,1757.25,-25.01,1091.78,1669.96,1034.5,-134.22,1757.12,-25.02,72.12,985.91,39.314,39.358,36.6115,402.5,301.44,3.371015504,3.371015504,5.68,19.87,16.53,88.46,1.23,,0
880.38,-168.53,910.88,,1365.88,-9.7,1638.67,2161.24,448,-205.95,1365.81,-9.69,18.14,862.39,45.6136,46.7228,33.4803,415.07,271.21,1.976945511,1.976945511,5.29,19.16,15.86,83.02,1.25,,0
2438.88,-155.12,880.12,,2858.38,-14.36,1287.47,1905.45,1490.5,-219.11,2858.38,-14.34,54.28,1178.06,30.8465,28.1379,25.8241,224.4,187.48,2.632518969,2.632518969,5.59,20.19,16.78,78.27,1.15,,0
2509.25,-142.72,959.25,,2946.5,-12.3,1148.22,1937.33,1561.38,-208.14,2946.44,-12.28,46.7,1214.28,29.9336,26.6663,26.0447,205.02,173.01,2.254079655,2.254079655,5.73,21.28,17.09,75.64,1.2,,0
131.5,-32.37,769.12,,729.38,0,1106.01,2497.81,729.38,-0.01,115.5,-30.19,6.16,282.6,29.2152,22.4535,14.8238,38.4,24.55,0.019348646,0.019348646,7.76,9.07,4.73,77.43,0.44,,0
132,-147.01,1365.12,,372.38,-95.17,1330.53,2930.05,151.12,-140.01,103.25,-152.58,1.13,610.91,46.0338,48.9753,21.1355,384.14,190.64,0.122575926,0.122575926,6.93,23.76,13.97,57.35,1.27,,0
3282.38,-0.42,1007.5,,4477.75,0,1015.23,1147.01,4477.75,0,3297.38,-0.31,93.2,1182.49,40.2748,31.2179,6.59266,158.23,34.72,0.759243761,0.759243761,7.67,28.58,19.68,57.34,1.16,,1
2953.25,-12.16,992.5,,3567.5,0.01,966.77,1552.34,3567.5,0.01,2902,-14.62,60.96,1124.95,44.5063,31.183,8.75699,156.71,41.93,0.925423174,0.925423174,7.3,27.33,18.76,59.15,1.16,,1
532.62,-94.36,932.12,,590.12,-12.64,933.64,1416.22,388.38,-69.64,585.5,-12.42,75.61,413.52,29.2579,29.0647,9.41223,88.97,10.23,0.028373144,0.028373144,5.93,18.9,16.03,85.38,1.34,,0
3291.25,-50.28,1042.38,,3693.88,-14.24,1046.02,1513.72,2891.12,-62.77,3249.5,-21.77,105.37,1189.33,40.6287,29.9797,13.0314,139.99,59.85,1.277320583,1.277320583,6.78,25.67,18.19,62.35,1.14,,1
549.5,-69.74,1038.12,,568.5,-29.52,1037.39,1449.97,443.25,-61.24,546,-16.59,72.62,496.52,26.0169,26.8337,6.19865,95.55,15.21,0.034859576,0.034859576,6.38,20.67,15.17,73.07,1.29,,0
3042,-19.19,888,,3289.25,-11.74,837.89,1481.47,3289.25,-11.74,2945.12,-22.22,83.57,1083.95,47.4704,37.1182,14.4335,168.21,65.79,1.760741191,1.760741191,6.66,24.99,18.92,70.13,1.15,,0
3621.38,-71.74,910.12,,3969.75,-25.86,942.31,1352.22,3680.5,-53.83,3621.12,-16.95,125.22,1176.32,47.7417,30.8147,14.1871,181.96,111.73,3.508885604,3.508885604,6.26,24.73,20.67,79.13,1.23,,0
3042.19,-87.41,755.62,,3270.25,-21.94,763.44,1264.84,2391,-98.75,3086.62,-16.83,86.91,1096.57,48.3139,31.07,14.51,213.32,137.95,4.205154022,4.205154022,5.44,21.88,19.49,87.88,1.25,,0
3925.88,-67.81,983.25,,4277.75,-22.55,939.11,1407.96,4224.88,-41.35,3951.94,-20.59,126.2,1172.78,47.1114,28.8429,11.7196,148.39,82.44,2.58383005,2.58383005,6.42,26.12,21.71,79.18,1.34,,2
3077.81,-80,841,,3401.38,-19.51,749.99,1166.58,3358,-35.09,3356.5,-9.98,85.05,1100.03,45.3211,28.2505,17.7175,224.14,172.71,4.653630726,4.653630726,5.63,22.25,20.51,88.21,1.14,,2
3031.75,-130.21,875.5,,3431.75,-25,770.66,1441.87,2652.25,-96.74,3405.25,-14.86,76.43,1024.64,45.5776,29.364,18.8088,220.38,173.07,4.482030855,4.482030855,5.19,20.89,19.94,92.41,1.12,,2
1500,0,1427.5,,2683.62,-0.01,1430.75,1481.83,2683.62,0,1505.88,0,100.03,739.46,30.8061,22.8414,13.7839,55.4,33.69,0.148543356,0.148543356,8.52,27.26,16.21,54.75,1.23,,1
1257.25,-71.9,1680.88,,2005.38,-30.74,1378.95,1896.38,2000.5,-27.86,1651.5,-45.59,44.02,1057.83,59.3221,31.5075,16.9439,161.94,94.32,0.374149118,0.374149118,8.37,20.07,10.26,57.22,0.54,,0
1264.5,-168.1,1657.38,,1983.5,-34.1,1394.15,1891.19,1437.25,-127.66,1661.5,-44.56,41.29,935.59,59.0453,32.5374,23.4113,240.19,193.48,0.824900765,0.824900765,7.73,18.3,9.47,59.87,0.54,,0
3415.38,-5.7,1591.5,,3660,-0.01,1534.52,2034.31,3660,-0.01,3458,-12.94,57.48,1082.18,49.5698,31.0448,10.4615,197.48,77.33,0.891343329,0.891343329,8.66,33.17,17.92,39.6,1.35,,0
1309,-220.84,1460,,1830.62,-72.29,1153.18,2092.77,1320.75,-177,1697.88,-69.25,32.08,925.27,57.5607,32.9241,25.8068,293.68,262.23,1.778240912,1.778240912,6.99,16.56,10.27,66.88,0.56,,1
1337.62,-196.42,1650.88,,1847,-70.61,1409.55,2064.89,1148.75,-195.25,1678.62,-67.2,33.78,1088.14,61.0887,34.6521,25.8568,278.05,239.96,1.140922037,1.140922037,7.58,18.03,8.11,57.76,0.54,,1
3287,-7.45,1636.12,,3435.25,-14.96,1577.43,2029.77,3173.38,-1.27,3383.88,-17.27,51.27,1045.55,48.4193,31.5464,8.83247,223.65,66.82,0.644958273,0.644958273,8.56,32.91,17.29,39.23,1.36,,0
3229.5,-111.53,1249.75,,3435.88,-41.63,1233.18,2351.87,2409.75,-167.05,3320.25,-47.88,37.72,997.46,53.1794,33.1406,13.5721,266.93,125.08,2.686094875,2.686094875,6.72,27.63,18.43,58.96,1.35,,0
3229.5,-111.53,1249.75,,3435.88,-41.63,1233.18,2351.87,2409.75,-167.05,3320.25,-47.88,37.72,997.46,53.1794,33.1406,13.5721,266.93,125.08,2.686094875,2.686094875,6.72,27.63,18.43,58.96,1.35,,0
1660.12,-18.12,1197.5,,1796.88,-7.27,1182.56,1545.12,1725.88,-15.27,1796.88,-7.27,90.54,572.71,13.8043,4.89923,13.3773,37.55,1.61,0.004934845,0.004934845,8.08,19.42,10.28,57.1,0.81,,0
1116.62,-252.77,1429.12,,1571,-111.97,954.93,2254.37,1324.38,-166.25,1482.25,-108.97,11.03,842.27,50.3192,29.8819,25.3593,294.37,263.72,1.409859306,1.409859306,6.57,15.84,11.06,73.9,0.58,,0
3213.75,-152.88,1150.25,,3360.62,-68.94,1141.91,2349.78,2637.25,-186.35,3304,-69.38,29.36,1369.42,55.226,38.6579,22.9066,381.85,225.77,5.674947316,5.674947316,6.25,26.39,19.4,68.83,1.3,,2
381.88,-389.79,653.25,,1413.38,-54.26,1682.15,2994.76,3.38,-683.41,1413.38,-54.27,0,721.92,46.1626,41.1377,44.5167,756.57,588.18,2.327357837,2.327357837,4.41,14.75,11.35,79.53,1.05,,0
1034.5,-0.08,1937.12,,1329.75,0.01,1837.09,1951.41,1329.75,0,1108.38,-3.2,91.39,891.81,50.2115,24.4226,10.6145,69.83,31.75,0.017283779,0.017283779,9.43,22.96,6.81,43.02,0.6,,0
598.12,-254.48,627.25,,1697.38,-14.32,1732.31,2285.23,717.12,-211.85,1697.38,-14.32,0,854.81,47.6635,41.3087,28.4533,513.06,394.69,2.574367712,2.574367712,5.63,19.11,13.29,71.95,1.1,,1
2494.88,-6.64,802,,4147.88,-0.01,723.31,1303.1,4147.88,-0.01,2346.12,-13.51,70.34,1041.62,60.2886,32.4565,22.5473,283.81,272.96,8.197651237,8.197651237,6.84,25.27,20.54,76.89,1.23,,2
2077.5,-24.92,793.25,,3085.75,-0.01,1034.81,1677.48,3085.75,-0.01,2146.38,-13.92,22.45,1036.56,66.6274,41.196,30.7999,408.79,389.34,10.83899411,10.83899411,6.4,23.7,19.15,78.05,1.22,,1
3119.12,-23.53,905.5,,3938.25,-8.01,889.69,1072.9,3938.25,-7.99,3122.5,-1.25,117.2,980.87,62.652,38.1858,24.0352,222.45,186.6,6.651861186,6.651861186,6.55,25.29,20.92,78.68,1.07,,0
2942.75,-3.53,763.62,,4015.88,-0.01,766.69,1081.65,4015.88,0.01,2959.25,-4.97,106.46,932.62,59.2156,36.7275,25.5193,296.21,266.94,9.585259599,9.585259599,6.89,24.81,20.3,75.68,1.14,,4
835.25,-260.69,650.75,,1862.5,-44.04,1532.32,2509.03,505.5,-372.81,1862.5,-44.06,0,901.81,46.884,38.7003,35.126,628.24,490.12,4.316032863,4.316032863,5.18,17.54,13.43,81.46,1.13,,0
1423.38,-51.32,1001.38,,1804.5,-0.23,980.82,1087.03,1132,-55.37,1502.5,-1.69,136.47,534.68,24.7493,20.1538,14.4003,52.77,31.85,0.186742094,0.186742094,7.41,16.64,10.08,67.84,0.77,,0
2833.25,-11,773.5,,3896.75,-0.48,748.44,827.9,3896.75,-0.49,2811.62,-0.72,80.92,971.43,61.7534,35.9377,23.6611,225.52,193.91,6.935252536,6.935252536,6.12,24.54,21.22,79.9,1.12,,4
1909.62,-59.03,651.38,,2244.12,-12.79,889.82,2215.9,2219.75,-18.43,2244.12,-12.78,11.45,980.74,67.6027,44.7321,36.594,480.59,446.46,12.95483532,12.95483532,5.79,21.53,18.35,82.48,1.2,,4
3253.75,-8.97,701.88,,4371.25,0,682.88,1337.41,4371.25,0,3225.38,-11.59,171.54,994.48,61.5423,40.6964,29.4968,325.05,297.02,12.86788552,12.86788552,7.1,24.98,21.01,79.43,1.18,,1
3133.62,-0.06,778.62,,3822.62,0,747.88,971.16,3822.62,0,3076.12,-0.43,147.94,1064.8,62.7317,41.6304,26.3893,302.51,271.78,10.87553012,10.87553012,6.98,26.11,20.4,69.32,1.22,,4
3307.75,-54.53,985.62,,3654.38,-33.3,974.63,1380.66,3654.38,-33.31,3340.25,-5.9,155.09,1105.73,62.5741,45.417,24.0287,289.18,249.21,8.720515988,8.720515988,6.54,25.73,20.96,74.07,1.19,,0
3402.25,-83.81,982,,3724.38,-4.9,977.25,1357.41,3451.75,-58.84,3455.88,-7.28,173.17,1103.36,61.2739,42.2554,24.3791,287.85,244.63,8.652627134,8.652627134,6.46,24.7,20.69,78.44,1.17,,1
3268.38,-22.72,836.88,,3627.12,-11.6,811.25,1099.66,3627.12,-11.59,3272.5,-2.56,156.92,1043.98,62.2435,43.724,24.782,287.98,250.3,9.870989102,9.870989102,6.5,25.33,20.78,75.05,1.2,,3
